year,sys,fis,per,class,ad,co,ba,no,pv,in,ve,cc,cp,cm
2021,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2020,3,1,6,NA,0,0,0,0,0,4520,0,0,4520,6450
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,0,6450,4520,4520,0
2022,3,1,6,NA,0,0,0,0,0,0,6450,4520,4520,0
2020,3,1,5,NA,0,0,0,0,4520,0,6450,4520,0,0
2020,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2021,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2021,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2021,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,5,Cajero,0,0,0,0,4520,4520,6450,0,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,5,Cajero,0,0,0,0,4520,4520,6450,0,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,0,6450,4520,4520,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2020,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2021,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2021,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,0,6450,4520,4520,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,0,6450,4520,4520,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,6450,9000,0,0
2022,2,1,7,NA,0,0,0,0,0,9000,6450,0,0,0
2021,2,1,7,NA,0,0,0,0,0,9000,0,0,0,6450
2020,2,1,7,NA,0,0,0,0,0,9000,0,0,0,6450
2022,2,1,7,NA,0,0,0,0,0,9000,0,0,0,6450
2022,4,2,4,Cajero,0,0,0,0,9040,2850,0,0,0,3550
2022,4,2,4,Cajero,0,0,0,0,9040,2850,0,0,0,3550
2020,4,2,4,Cajero,0,0,0,0,9040,2850,0,0,0,3550
2022,4,2,4,Cajero,0,0,0,0,9040,2850,0,0,0,3550
2022,4,2,4,Cajero,0,0,0,0,9040,2850,3550,0,0,0
2021,4,1,5,Cajero,0,0,0,0,4520,4520,0,0,2850,3550
2022,3,1,4,Contador,0,6130,0,0,0,0,6450,2850,0,0
2022,3,1,4,Contador,0,6130,0,0,0,0,6450,2850,0,0
2020,3,1,4,Contador,0,6130,0,0,0,0,6450,2850,0,0
2022,3,1,4,Contador,0,6130,0,0,0,0,6450,2850,0,0
2022,3,1,4,Contador,0,6130,0,0,0,0,6450,2850,0,0
2022,3,1,4,Contador,0,6130,0,0,0,0,6450,2850,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,4520,0,0,0,10860
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,4,2,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,4,1,4,Contador,0,6130,0,0,0,0,3550,2850,2850,0
2022,4,1,4,NA,0,0,6130,0,0,0,3550,2850,2850,0
2021,4,1,4,NA,0,0,6130,0,0,2850,0,0,2850,3550
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2020,4,1,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,4,2,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,4,1,4,NA,0,0,6130,0,0,0,3550,2850,2850,0
2022,4,1,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,4,2,4,NA,0,0,6130,0,0,0,3550,2850,2850,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,4,2,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2021,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,4,2,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,4,1,4,Contador,0,6130,0,0,0,0,3550,2850,2850,0
2021,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,4,2,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,4,1,4,Contador,0,6130,0,0,0,0,3550,2850,2850,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2020,4,1,4,NA,0,0,6130,0,0,2850,0,0,2850,3550
2020,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,4,1,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,4,1,4,Contador,0,6130,0,0,0,0,3550,2850,2850,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2021,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2021,4,1,4,NA,0,0,6130,0,0,2850,0,0,2850,3550
2022,4,2,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,4,1,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,4,1,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2021,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2020,2,1,7,NA,0,0,0,0,0,4520,0,0,0,10860
2022,4,1,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,2,1,7,NA,0,0,0,0,0,4520,10860,0,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,4,2,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2021,2,1,7,NA,0,0,0,0,0,4520,0,0,0,10860
2022,2,1,7,NA,0,0,0,0,0,4520,10860,0,0,0
2022,4,1,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2021,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,4,1,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,4,1,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,4,1,4,Contador,0,6130,0,0,0,0,3550,2850,2850,0
2021,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,4,1,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2021,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2021,4,2,4,Contador,0,6130,0,0,0,2850,3550,2850,0,0
2022,2,1,7,NA,0,0,0,0,0,0,10860,4520,0,0
2022,3,1,3,Contador,0,6130,0,6340,0,2850,0,0,0,0
2021,3,1,3,Contador,0,6130,0,6340,0,0,0,2850,0,0
2022,3,1,3,Contador,0,6130,0,6340,0,0,0,0,2850,0
2022,3,1,3,Contador,0,6130,0,6340,0,0,0,0,2850,0
2022,3,1,3,Contador,0,6130,0,6340,0,2850,0,0,0,0
2022,3,2,3,Contador,0,6130,0,6340,0,0,0,2850,0,0
2021,2,1,7,NA,0,0,0,0,0,9000,0,0,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,7920,2850,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,7920,2850,0,0
2022,3,1,6,NA,0,0,0,0,0,2850,7920,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,7920,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,2850,0,4520,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,2,4,NA,0,0,0,0,12420,0,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,2,5,Cajero,0,0,0,0,7900,7370,0,0,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,2,4,Cajero,0,0,0,0,12420,2850,0,0,0,0
2020,3,1,4,Contador,0,7900,0,0,4520,0,0,0,2850,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,2,4,NA,0,0,0,0,12420,0,0,2850,0,0
2022,3,2,4,NA,0,0,0,0,12420,0,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2021,3,2,4,Cajero,0,0,0,0,12420,2850,0,0,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,0,2850,0
2020,3,2,4,Cajero,0,0,0,0,12420,2850,0,0,0,0
2021,3,1,5,Cajero,0,0,0,0,7900,2850,0,4520,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,2850,0,4520,0,0
2020,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,2850,0,0
2021,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,NA,0,0,0,0,10700,0,0,4520,0,0
2021,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2021,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,NA,0,0,0,0,10700,0,0,4520,0,0
2020,2,1,5,NA,0,0,0,0,10700,0,0,4520,0,0
2021,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2021,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2021,2,1,5,NA,0,0,0,0,10700,0,0,4520,0,0
2022,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,2,1,5,Cajero,0,0,0,0,10700,4520,0,0,0,0
2022,4,1,4,NA,0,0,0,0,0,2850,3550,0,0,3550
2022,4,1,4,NA,0,0,0,0,0,2850,3550,0,0,3550
2022,4,1,4,NA,0,0,0,0,0,2850,3550,0,0,3550
2021,3,1,3,Contador,0,6130,6130,0,0,0,0,2850,0,0
2022,3,1,3,Contador,0,6130,6130,0,0,0,0,0,2850,0
2022,3,1,3,Contador,0,6130,6130,0,0,0,0,0,2850,0
2022,3,1,3,Contador,0,6130,6130,0,0,0,0,2850,0,0
2022,3,1,3,Contador,0,6130,6130,0,0,0,0,0,2850,0
2022,3,1,3,Contador,0,6130,6130,0,0,0,0,0,2850,0
2021,3,1,3,Contador,0,6130,6130,0,0,0,0,0,2850,0
2022,3,1,3,Contador,0,6130,6130,0,0,0,0,0,2850,0
2022,3,1,3,Contador,0,6130,6130,0,0,0,0,0,2850,0
2022,3,1,3,Contador,0,6130,6130,0,0,0,0,0,2850,0
2021,3,1,3,Contador,0,6130,6130,0,0,0,0,0,2850,0
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,2850,0
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,2850,0
2022,3,1,4,NA,0,0,0,0,7900,0,3550,0,0,3550
2022,3,1,4,NA,0,0,0,0,7900,0,3550,0,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,2850,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2021,4,2,4,NA,0,0,0,0,9040,0,0,5700,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,2850,0,2850,0,0
2021,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2021,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2021,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,2850,0,2850,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2021,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2020,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2021,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2020,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2020,4,2,4,Cajero,0,0,0,0,9040,2850,0,2850,0,0
2021,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,3,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2020,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2020,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2021,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2021,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2020,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2021,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2021,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2020,4,2,4,Cajero,0,0,0,0,9040,2850,0,2850,0,0
2021,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2020,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2021,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2020,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2020,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2022,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2021,4,2,4,Cajero,0,0,0,0,9040,5700,0,0,0,0
2021,4,1,5,AS,4500,0,0,0,4520,2850,0,2850,0,0
2021,2,1,4,NA,0,0,0,0,0,0,0,0,0,0
2021,2,1,4,NA,0,0,0,0,0,0,0,0,0,0
2021,2,1,4,NA,0,0,0,0,0,0,0,0,0,0
2021,2,1,4,NA,0,0,0,0,0,0,0,0,0,0
2021,2,1,4,NA,0,0,0,0,0,0,0,0,0,0
2021,2,1,4,NA,0,0,0,0,0,0,0,0,0,0
2021,2,1,4,NA,0,0,0,0,0,0,0,0,0,0
2021,2,1,4,NA,0,0,0,0,0,0,0,0,0,0
2021,2,1,4,NA,0,0,0,0,0,0,0,0,0,0
2021,2,1,4,NA,0,0,0,0,0,0,0,0,0,0
2022,2,1,4,NA,0,0,0,8120,0,0,6450,0,0,0
2020,2,1,4,NA,0,0,0,8120,0,0,6450,0,0,0
2022,2,1,4,NA,0,0,0,8120,0,0,6450,0,0,0
2022,2,1,4,NA,0,0,0,8120,0,0,6450,0,0,0
2022,2,1,4,NA,0,0,0,8120,0,0,6450,0,0,0
2022,2,1,4,NA,0,0,0,8120,0,0,6450,0,0,0
2020,2,1,4,NA,0,0,0,8120,0,0,6450,0,0,0
2022,2,1,4,NA,0,0,0,8120,0,0,6450,0,0,0
2022,2,1,4,NA,0,0,0,8120,0,0,6450,0,0,0
2021,2,1,4,NA,0,0,0,8120,0,0,6450,0,0,0
2022,3,1,5,NA,0,0,0,0,0,4520,6450,0,0,3550
2022,3,1,4,NA,0,0,0,8120,0,0,3550,2850,0,0
2022,3,2,4,NA,0,0,0,8120,0,0,3550,2850,0,0
2020,3,2,5,NA,0,0,0,0,0,4520,10000,0,0,0
2022,3,2,5,NA,0,0,0,0,0,0,10000,4520,0,0
2022,3,1,5,NA,0,0,0,0,0,0,6450,4520,0,3550
2022,3,1,4,NA,0,0,0,8120,0,0,3550,2850,0,0
2021,3,2,4,NA,0,0,0,8120,0,0,3550,2850,0,0
2020,3,1,5,NA,0,0,0,0,0,4520,6450,0,0,3550
2020,3,2,5,NA,0,0,0,0,0,4520,6450,0,0,3550
2022,3,1,5,NA,0,0,0,0,0,4520,6450,0,0,3550
2022,3,1,4,NA,0,0,0,8120,0,0,3550,2850,0,0
2022,4,1,4,Cajero,0,0,0,0,4520,2850,3550,0,0,3550
2022,4,2,5,NA,0,0,0,0,0,4520,3550,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,3550,4520,0,3550
2022,4,2,4,NA,0,0,0,0,4520,0,7100,2850,0,0
2022,4,1,4,Cajero,0,0,0,0,4520,2850,3550,0,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,3550,4520,0,3550
2021,4,1,4,Cajero,0,0,0,0,4520,2850,3550,0,0,3550
2022,4,1,4,Cajero,0,0,0,0,4520,2850,3550,0,0,3550
2022,4,1,4,Cajero,0,0,0,0,4520,2850,3550,0,0,3550
2021,4,1,4,Cajero,0,0,0,0,4520,2850,3550,0,0,3550
2022,4,1,4,Cajero,0,0,0,0,4520,2850,3550,0,0,3550
2022,4,1,4,Cajero,0,0,0,0,4520,2850,3550,0,0,3550
2021,4,1,4,Cajero,0,0,0,0,4520,2850,3550,0,0,3550
2022,4,1,4,Cajero,0,0,0,0,4520,2850,3550,0,0,3550
2022,4,1,4,Cajero,0,0,0,0,4520,2850,3550,0,0,3550
2022,4,1,4,Cajero,0,0,0,0,4520,2850,3550,0,0,3550
2020,3,1,3,NA,0,0,0,6340,4520,0,3550,0,0,0
2021,3,2,3,NA,0,0,0,6340,4520,0,3550,0,0,0
2022,3,1,3,NA,0,0,0,6340,4520,0,3550,0,0,0
2022,3,2,3,NA,0,0,0,6340,4520,0,3550,0,0,0
2022,3,1,4,NA,0,0,0,6340,0,0,3550,4520,0,0
2022,3,1,3,NA,0,0,0,6340,4520,0,3550,0,0,0
2022,3,1,4,NA,0,0,0,6340,0,0,3550,4520,0,0
2021,2,1,4,NA,0,0,7900,0,0,0,6450,0,0,0
2022,2,1,4,Contador,0,7900,0,0,0,0,6450,0,0,0
2020,2,1,4,Contador,0,7900,0,0,0,0,6450,0,0,0
2021,2,1,4,Contador,0,7900,0,0,0,0,6450,0,0,0
2020,2,1,4,Contador,0,7900,0,0,0,0,6450,0,0,0
2022,2,2,4,Contador,0,7900,0,0,0,0,6450,0,0,0
2022,2,1,4,NA,0,0,0,0,7900,0,6450,0,0,0
2022,2,1,4,Contador,0,7900,0,0,0,0,6450,0,0,0
2022,2,1,4,Contador,0,7900,0,0,0,0,6450,0,0,0
2021,2,1,4,NA,0,0,0,0,7900,0,6450,0,0,0
2022,2,1,4,NA,0,0,0,0,7900,0,6450,0,0,0
2022,2,1,4,Contador,0,7900,0,0,0,0,6450,0,0,0
2020,2,1,4,Contador,0,7900,0,0,0,0,6450,0,0,0
2022,2,1,4,Contador,0,7900,0,0,0,0,6450,0,0,0
2022,3,1,5,NA,0,0,0,0,0,2850,7920,0,0,3550
2020,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2022,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2022,3,1,4,Cajero,0,0,0,0,7900,2850,3550,0,0,0
2022,3,1,4,Contador,0,7900,0,0,0,0,3550,2850,0,0
2022,3,2,4,Contador,0,7900,0,0,0,0,3550,2850,0,0
2022,3,2,4,NA,0,0,0,0,7900,0,3550,2850,0,0
2022,3,2,4,NA,0,0,0,0,7900,0,3550,2850,0,0
2021,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2022,3,2,4,NA,0,0,0,0,7900,0,3550,2850,0,0
2022,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2022,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2022,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2022,3,1,4,NA,0,0,0,0,7900,0,3550,2850,0,0
2022,3,2,4,Contador,0,7900,0,0,0,0,3550,2850,0,0
2021,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2021,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2022,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2022,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2022,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2022,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2021,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2022,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2021,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2022,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2021,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
2022,3,1,4,Cajero,0,0,0,0,7900,2850,0,0,0,3550
